dataset	example_uid	question	answer	incorrect	correct	evidence
movieQA	880	What is the last sound we hear at the end of the movie ?	Mozart 's ` Requiem ' being played	The last sound that we hear at the end of the movie was Mozart 's ` Requiem ' being played .	The last sound we hear at the end of the movie is Mozart 's high-pitched laughter .	"The last sound heard before the credits roll is Mozart's high-pitched laughter.
"
movieQA	59	Why does Bianca decide to take Joey 's invitation to the prom ?	To irritate Kat	Bianca decides to take Joey 's invitation to the prom to irritate Kat .	Bianca decides to take Joey 's invitation to the prom because Cameron has not asked her .	"Bianca is irritated that Cameron hasn't asked her to the prom, and so accepts Joey's invitation, but Walter won't allow it unless Kat goes too.
"
movieQA	3559	How old is Harry ?	21	Harry is 21 .	Harry is 16 years old .	"16-year-old Harry accompanies Albus Dumbledore to visit former Potions professor Horace Slughorn, who has gone into hiding but agrees to return to teach at Hogwarts.
"
movieQA	9609	Why does Magneto and his group attack the team holding Mystique ?	To turn her into a human	Magneto and his group attack the team holding Mystique to turn her into a human .	Magneto and his group attack the team holding Mystique to free her .	"With help from Mystique and Pyro, Magneto recruits Callisto, Juggernaut, and Multiple Man, along with a few others.
 They attack the team holding Mystique to free her.
"
movieQA	9424	Where does Jack propose to Lucy ?	At her parents ' house .	Jack proposes to Lucy at her parents ' house .	jack proposes to Lucy in her booth .	"Some time later, while Lucy is at work, Jack places an engagement ring in the token tray of her booth.
"
movieQA	637	Who is the father of Ludmilla aka Lucia ?	Ray	Ray is the father of Ludmilla , aka Lucia .	Yuri is the father of Ludmilla aka Lucia .	"They drive by the home of another drug trafficker, Yuri Landau .
 They see Yuri's 14-year-old daughter Ludmilla, better known as Lucia, walking her dog.
"
movieQA	2102	Why was n't Chikatilo 's blood discovered at the murder sites ?	Because he dropped someone else 's blood samples at the muder sites	Chikatilo 's blood was n't discovered at the murder sites because he dropped someone else 's blood samples instead .	Chikatilo 's blood was n't discovered at the murder sites because of an error by the Soviet labs .	"Additionally, the Soviet crime labs erroneously reported that his blood type did not match that found at the murders.
"
movieQA	10654	Who does the narrator call after his apartment is demolished ?	Marla Singer	The narrator calles Marla Singer after his apartment is demolished .	The narrator calls Tyler Durden after his apartment is demolished .	"He calls Tyler Durden, a soap salesman whom he befriended on the flight, and they meet at a bar.
"
movieQA	3679	Who does Hades send to get rid of Hercules ?	An army of dead soldiers	Hades sends an army of dead soldiers to get rid of Hercules .	Hades sends his minions , Pain and Panic to get rid of Hercules .	"Hades sends his minions Pain and Panic to dispose of Hercules.
"
movieQA	10778	What is the name of the song that Miley and Robby sing together in the film ?	Ordinary Girl	The name of the song that Miley and Robby sing together in the film is Ordinary Girl .	Butterfly Fly Away is the name of the song that Miley and Robby sing together in the film .	"Miley finishes her song ""Butterfly Fly Away"", which she and Robby sing together to cheer up.
"
movieQA	4811	What was Grace 's position ?	Rudd 's campaign manager	Grace was Rudd 's campaign manager .	Grace 's position is Rudd 's Chief of Staff .	"However, Rudd is eventually blackmailed into supporting Elle's petition, because Rudd's Chief of Staff, Grace Rossiter eavesdrops on a recorded conversation during which Rudd admits to Elle that she has been working against Bruiser's Bill in order to help Rudd's sponsors who want to continue with tests on animals.
"
movieQA	10151	Who is Megan ?	the groom 's boss	Megan is the groom 's boss .	Megan is the groom 's raunchy sister .	"At the engagement party, Annie meets Lillian's bridesmaids: cynical cousin Rita ; idealistic friend Becca ; the groom's raunchy sister Megan ; and Helen, the rich and beautiful wife of the groom's boss.
"
movieQA	11082	How does Marian feel about Robin 's band ?	She ca n't stand them	Marian feels like she ca n't stand Robin 's band .	Marian sympathizes with Robin 's band .	"One of their early targets is Friar Tuck, who subsequently joins these Merry Men, and Marian also begins to sympathize with the band and renders Robin any aid she can muster.
"
movieQA	6756	What does `` Jack '' argue during the trial ?	That the witnesses were bribed	`` Jack '' argues during the trial that the witnesses were bribed .	`` Jack '' argues that the trial was a set up to rob the new black farmers of their land .	"Sommersby quickly discredits the man's testimony by identifying him as one of the Klansmen who had threatened him earlier.
 He points out that Orin Meacham was another of those men, and that this is all a set-up to try to rob the new black farmers of the land they have bought.
"
movieQA	7234	What does David see when he gets to work ?	His friend Charlie being examined by a group of women	David sees his friend Charlie being examined by a group of women when he gets to work .	When David gets to work , he sees his friend Charlie frozen in time and being examined by a group of men .	"David arrives at work to find his friend Charlie Traynor frozen in time and being examined by unfamiliar men.
"
movieQA	5421	What is the movie about ?	Mossad operations	The movie is about Mossad operations .	The movie is about the events of the 1972 Munich Olympics .	"Munich begins with a depiction of the events of the 1972 Munich Olympics and then cuts to the home of Prime Minister of Israel Golda Meir, where Avner Kaufman, a Mossad agent of German-Jewish descent, is chosen to lead an assassination mission against 11 Palestinians allegedly involved in the massacre.
"
movieQA	8740	When is Julia truly beginning to regret her plan of marrying Glenn ?	After boarding the plane	Julia is truly beginning to regret her plan of marrying Glenn after boarding the plane .	Before getting on the plane , and during the flight to Las Vegas is when Julia truly begins to regret her plan to marry Glenn .	"Before getting on the plane and during the flight, Julia begins to show regret for planning to marry Glenn.
"
movieQA	2036	Why does Holden kiss Banky	To prove that she is n't a virgin	Holden kisses Banky to prove she is n't a virgin .	Holden kisses Banky to prove his point that she is in love with him .	"He also tells Banky that he realizes that Banky is in love with himkissing him passionately to prove the point.
"
movieQA	6972	Why is Jake hesitant about being with Melanie after she confesses her feelings to him on the beach ?	He thinks Melanie is trying to trick him	Jake is hesitant about being with Melanie after she confesses her feelings to him on the beach because he thinks Melanie is trying to trick him .	Jake is hesitant about being with Melanie after she confesses her feelings to him on the beach , because he does n't think he 's good enough for her .	"Jake is at first hesitant, stating that he's not good enough for her, but Melanie forcefully tells him that she'll make up her own mind about what's good for her.
"
movieQA	10241	What does Laszlo try to convince Rick to do for Ilsa ?	To convince her to leave for America	Laszio tried to convince Rick that he should convince Ilsa to leave for America .	Laszlo use the letters of transit to try to convince Rick to take Ilsa to safety .	"Laszlo, aware of Rick's love for Ilsa, tries to persuade him to use the letters to take her to safety.
"
movieQA	5649	What does Will realize after the painful meeting with Anna 's boyfriend ?	That Anna is a liar	After the painful meeting with Anna 's boyfriend will realizes that Anna is a liar .	After the painful meeting with Anna 's boyfriend , Will realizes that he must end things with Anna .	"Will realises he must end things with Anna, but is unable to forget her.
"
movieQA	554	Why does Lucy tell Cecil that she can not marry him ?	Because she does n't love him	Lucy tells Cecil she can not marry him because she does n't love him .	She does n't say why she can not marry him .	"Lucy consistently refuses George's pursuit of her, but mysteriously breaks off her engagement to Cecil, and makes plans to visit Greece.
"
movieQA	3132	Who is the Roman Emperor in 180 ?	Maximus	Maximus is the Roman Emperor in 180 .	Marcus Aurelius is the Roman Emperor in 180 .	"In AD 180, Spanish-Roman General Maximus Decimus Meridius leads the Roman army to a decisive victory against the Germanic tribes near Vindobona, ending a long war on the Roman frontier and winning the favor of the Emperor Marcus Aurelius.
"
movieQA	1623	Which rebel faction is terrorizing Mende locals in Sierra Leone to harvest diamonds ?	The Mende Defence Forces	The Revolutionary United Front are terrorizing Mende locals in Sierra Leone to harvest diamonds .	The Revolutionary United Front is terrorizing Mende locals in Sierra Leone to harvest diamonds .	"It is 1999 and Sierra Leone is ravaged by major political unrest.
 Rebel factions such as the Revolutionary United Front frequently terrorize the countryside, intimidating Mende locals and enslaving many to harvest diamonds, which fund their increasingly successful war effort.
"
movieQA	10199	How does Bruno respond to Lutz ' confession of love ?	He tells Lutz he is in love with someone else	Bruno respond to Lutz ' confession of love by telling Lutz that he is in love with someone else .	Bruno responds to Lutz ' confession of love by telling Lutz that he does n't love him .	"After being arrested, Lutz says he loves Brno, but Brno tells him he does not love him, having been influenced by ""carb goggles"".
"
movieQA	4221	Why did Howard have Anton Vanko deported ?	For trying to gift the arc reactor	Howard had Anton Vanko deported for trying to gift the arc reactor .	Howard is having Anton Vanko deported for trying to sell the arc reactor .	"Fury explains that Vanko's father jointly invented the arc reactor with Stark, but when Anton tried to sell it for profit, Stark had him deported.
"
movieQA	897	What does Salieri expect to get when the requiem mass is presented ?	Money	Salieri expects to get money when the requiem mass is presented .	Salieri expected to get fame and glory when the requiem mass was presented .	"Only Salieri and God would know the truththat Mozart wrote his own requiem mass, and that God could only watch while Salieri finally receives the fame and renown that he deserves.
"
movieQA	1386	How did Willie attempt to commit suicide ?	By drinking car fuel	Willie attempts to commit suicide by drinking car fuel .	Willie attempted to commit suicide by inhaling vehicle exhaust fumes .	"Willie attempts to commit suicide by inhaling vehicle exhaust fumes.
"
movieQA	1651	Whom does George move to Southern California with ?	His mother	George moves to Southern California with his mother .	George moves to Southern California with his friend Tuna .	"As an adult, George moves to Southern California with his friend ""Tuna"" ; they meet Barbara, an airline stewardess, who introduces them to Derek Foreal, the main dealer.
"
movieQA	6218	How does April feel about their first child ?	She feels it was the best decision she made	April feels that their first child was the best decision she made .	April feels their first child was a mistake .	"When Frank discovers she is contemplating having an abortion, he is furious and starts screaming at April, leading to a serious altercation, in which April says that their first child was a ""mistake"".
"
movieQA	10699	How does Boone respond to Whale 's request to kill him ?	He reports it to Hanna	Boone reports Whale 's request to kill him to Hanna .	Boone refused Whale 's request to kill him .	"Boone refuses, puts Whale to bed, then sleeps downstairs.
"
movieQA	2599	What faction does Beatrice 's brother choose ?	Dauntless	Beatrice 's brother chooses the Dauntless faction .	Beatrice 's brother choose the faction Erudite .	"The next day at the Choosing Ceremony, Beatrice's brother Caleb Prior chooses Erudite, while after some hesitation, Beatrice chooses Dauntless.
"
movieQA	6839	What does Luke do after seeing the premonition of Leia and Han in pain ?	Sends some soldiers to save them .	After seeing the premonition of Leia and Han in pain , he sends some soldiers to save them .	After seeing the premonition of Leia and Han in pain , Luke leaves in an attempt to save them .	"During his intensive training on Dagobah, Luke sees a premonition of Han and Leia in pain and, against Yoda's wishes, leaves in an attempt to save them.
"
movieQA	4358	Who lives at Moor House ?	Mrs. Rivers and her two sisters .	Mrs. Rivers and her two sisters live at Moor House .	Mr. St. John Rivers , a clergyman , and his two sisters live at Moor House .	"She manages to reach the doorstep of Moor House, the home of Mr. St. John Rivers, a clergyman, and his two sisters.
"
movieQA	8718	How does Mary plan to convince her boss to promote her to his partner ?	By threatening to quit	Mary plans to convince her boss to promote her to his partner by threatening to quit .	Mary plans to convince her boss to promote her to his partner by getting higher to plan Fran Donolly 's wedding .	"As a way to persuade her boss, Geri, to accept her as a partner, Mary pursues and is hired by catering heiress, Fran Donolly to plan her society wedding to long term boyfriend 'Eddie.'
"
movieQA	5035	Where do Charlotte and Bob meet every night ?	At a small restaurant .	Charlotte and Bob meet at a small restaurant every night .	Charlotte and Bob meet at the hotel bar every night .	"Bob and Charlotte have brief encounters each night at the hotel bar; eventually Charlotte invites Bob to meet with some local friends of hers.
"
movieQA	6364	Which team members die in Ramelle ?	In the battle heavy French casualties , most of the Americans including Jackson , Mellish and Horvathare killed .	Most of the Americans including Jackson , Mellish , and Horvathare dies in Ramelle .	In the battle heavy German casualties , most of the Americans including Jackson , Mellish and Horvathare were killed in Ramelle .	"In the ensuing battle, while inflicting heavy German casualties, most of the Americansincluding Jackson, Mellish and Horvathare killed.
"
movieQA	1387	Who visits Willie at the mall ?	Sue	Sue visits Willie at the mall .	Thurman visits Willie at the mall .	"At the mall, Willie is visited by Thurman Merman, an exceedingly naive and gullible, overweight boy who thinks Willie is really Santa.
"
movieQA	8100	When does Miles ask Iris on a date ?	After the wedding	Miles asks Iris on a date after the wedding .	Miles ask Iris on a date on New Year 's Eve .	"Miles arrives and asks Iris for a date on New Year's Eve.
"
movieQA	1588	What happens when Quinn 's body is being examined at the hospital ?	He awakens and kills the nurse by biting his neck .	When Quinn 's body is being examined at the hospital , he awakens and kills the nurse by biting his neck .	When Quinn 's body is being examined at the hospital , he awakens and kill the examiner by biting his neck .	"While Quinn's body is being examined in the hospital, he awakens and kills the examiner by biting his neck.
"
movieQA	8927	What does Thor tell Odin about Loki when he returns to Asgard ?	Thor tells Odin that he is relieved Loki is dead	Thor tells Odin that he is relieved Loki is dead when he returns to Asgard .	Thor tells Odin of Loki 's sacrifice on Svartalfheim when he returns to Asgard .	"Thor returns to Asgard, where he declines Odin's offer to take the throne and tells Odin of Loki's sacrifice.
"
movieQA	9700	What reasons do the FBI give for profiling Carl ?	Because he had been in contact with terrorists	The reason that the FBI gave for profiling Carl was that he had been in contact with terrorists .	FBI gives Carl 's recent decisions and actions as the reason for profiling him .	"While checking in for the return flight, Carl and Allison are detained by FBI agents who have profiled him as a potential terrorist because he has taken flying lessons, studied Korean, approved a loan to a fertilizer company, met an Iranian, and bought plane tickets at the last minute.
"
movieQA	6202	What does Khalid do after Fatima tells him the target is her father ?	Before removing the pin of his detonator he hesitates , and is therefore killed by the organizers of the attack	After Fatima tells him the target is her father , Khalid hesitates before removing the pin of his detonator he hesitates , and is therefore killed by the organizers of the attack .	After Fatima tells Khalid the target is her father , he hesitates after removing the pin of his detonator , and is therefore killed by the organizers of the attack .	"After removing the pin of his detonator he hesitates, and is therefore killed by the organizers of the attack.
"
movieQA	4894	What do Eddy and his friends find when they go to Harry 's office ?	They find his office also wrecked .	Eddy and his friends find his office also wrecked when they go to Harry 's office .	Eddy and his friends find Harry dead when they go to Harry 's office .	"Having seen the carnage at their flat, Eddy and friends arrive at Harry's to offer their apologies, but when they discover Harry's corpse they decide to take the money for themselves.
"
movieQA	2669	Where does Elliott first come upon the alien being ?	In the attic	Elliott first comes upon the alien being in the attic .	Elliott first comes upon the alien being in the tool shed .	"The scene shifts to a suburban home, where a 10-year-old boy named Elliott is trying to spend time with his 15-year-old brother, Michael, and his friends.
 As he returns from picking up a pizza, he discovers that something is hiding in their tool shed.
"
movieQA	5110	Why was Max killed by the mob ?	Max and his wife tried to run away with the Mob 's money	Max was killed by the Mob because he and his wife tried to run away with the Mob 's money .	Max was killed by the mob to set an example that no one would bet on a fixed race and loose .	"In a bus terminal, a young man is approached by Goodkat, who tells the story of Max and the Kansas City Shuffle: two decades earlier, Max borrowed money from the mob to bet on a fixed horse race, only for the horse to die mid-race.
 To set an example to make sure nobody else would try to bet on a fixed race, the mob killed Max, his wife and young son Henry.
"
movieQA	6299	How do Maggie and Ike marry in the end ?	In a civil ceremony at Ike 's apartment	Maggie and Ike marry in a civil ceremony at Ike 's apartment in the end .	Maggie and Ike marry in the end , in a private ceremony , on a hill .	"The two are married in a private ceremony outside, on a hill, avoiding the big ceremonies that Maggie notes she never actually liked.
"
movieQA	5665	Who comes to Will 's bookshop to buy a book ?	Tony	Tony comes to Will 's bookshop to buy a book .	Anna Scott comes to Will 's bookshop to buy a book .	"Will encounters Hollywood superstar Anna Scott when she enters his shop to buy a book.
"
movieQA	1001	How does Carmine Polito respond to Richie 's bribe ?	He accepts the money	Carmine Polito accepts the money in response to Richie 's bribe .	Carmine Polito responds to Richie 's bribe by leaving the meeting .	"Carmine leaves their meeting when Richie presses him to accept a cash bribe.
"
movieQA	6046	Where does Leo land after he leaves the Planet of the Apes ?	In front of the Jefferson Memorial	Leo lands in front to the Jefferson Memorial after he leaves the Planet of the Apes .	Leo lands in front of the Lincoln Memorial after he leaves the Planet of the Apes .	"Leo ends up crashing in front of the Lincoln Memorial in Washington, D.C. on Earth.
"
movieQA	4456	Where is Paulie when Juno goes into labor ?	at home	Paulie is at home when Juno goes into labor .	Paulie is at a track meet when Juno goes into labor .	"Seeing her missing from the stands, Paulie rushes to the hospital, finds Juno has given birth to their son, and comforts Juno as she cries.
"
movieQA	5323	Why does Daniel 's wife want a divorce ?	She found out Daniel has been lying to her throughout their entire marriage	Daniel 's wife want a divorce , because she found out Daniel has been lying to her throughout their entire marriage .	Daniel 's wife wants a divorce because she think Daniel is an unreliable husband .	"When Daniel throws a boisterous birthday party for his son Chris, despite his wife, Miranda, saying he couldn't have one because of his bad report card, Miranda becomes furious with him and seeks a divorce.
"
movieQA	7500	What does Andy discover when she goes upstairs to leave the Book for Miranda ?	She discovers Miranda having sex with Christian	Andy discovers Miranda having sex with Christian when she goes upstairs to leave the book for Miranda .	Andy discovers Miranda and her husband arguing when she goes upstairs to leave the Book for Miranda .	"At the top of the stairs, Andy interrupts Miranda and her husband having an argument.
"
movieQA	11010	Why does White kill Moscone ?	Because Moscone calls him Gay	White kills Moscone because Moscone calls him Gay .	White kills Moscone because Moscone rebuffs White 's request to his former seat .	"On the morning of November 27, 1978, White enters City Hall through a basement window to conceal a gun from metal detectors.
 He requests another meeting with Moscone, who rebuffs his request for appointment to his former seat.
 Enraged, White shoots Moscone in his office and then goes to meet Milk, where he guns him down, with the fatal bullet delivered execution-style.
"
movieQA	10068	What happens when Lee finally makes it into the boat ?	She falls unconscious	Lee falls unconscious when she finally makes it into the boat .	A crocodile attacks Lee when she finally makes it into the boat .	"She attempts to turn on the motor when the crocodile jumps into the boat and attacks her.
"
movieQA	538	Who is prosecuting Dawson and Downey 's case ?	Captain Johnathan Whitaker	Captain Johnathan Whitaker prosecuting Dawson and Downey 's case .	Captain Jack Ross is prosecuting Dawson and Downey 's case .	"Kaffee and the prosecutor, his friend Captain Jack Ross, negotiate a bargain, but Dawson and Downey refuse to go along.
"
movieQA	1046	How does Harold react to Bateman 's confession to the murders ?	He flees from the restuarant	Harold reacts to Bateman 's confession to the murders by fleeing from the restaurant .	Harold laughs at Bateman 's confession to the murders as if it was a joke .	"Bateman sees Harold at a restaurant and tries to convince him that he is a serial killer.
"
movieQA	10885	What do the robbers target ?	They target a hospital in Los Angeles .	Robbers target a hospital in Los Angeles .	The robbers target a bank in Manhattan .	"They seize control of a Manhattan bank and take the employees and patrons hostage.
"
movieQA	9250	What happens during Natalie 's program 's test run ?	There are problems during a test run ; one laid off person breaks down in tears before the camera , and she is unable to encourage him .	There are problems during a test run ; one laid off person breaks down in tears before the camera , and she is unable to encourage him during the program 's test run .	There were problems during Natalie 's programs 's test run ; one laid off person breaks down in tears before the camera , ans she was unable to comfort him .	"There are problems during a test run; one laid off person breaks down in tears before the camera, and she is unable to comfort him.
"
movieQA	10599	Why does Keyes suspect foul play in the death of Dietrichson ?	Because Dietrichson had already filed a claim for his broken leg	Keyes suspects foul play in the death of Dietrichson because Dietrichson had already filed a claim for his broken leg .	Keyes suspects foul play in the death of Dietrichson because Dietrichson did not file a claim for his broken leg .	"He wonders why Dietrichson did not file a claim for his broken leg, and deduces he did not know about the policy.
"
movieQA	2629	Who kills Standard during the pawnshop robbery ?	Cook	Cook kills Standard during the pawnshop robbery .	The pawnshop owner kills Standard during the pawnshop robbery .	"Blanche returns with a large bag, but Standard is shot in the back several times and killed by the pawnshop owner.
"
movieQA	3615	Who does Ben become attracted to ?	Amber	Ben becomes attracted to Amber .	Ben becomes attracted to Anna .	"As Janine obsesses on their home renovations, Ben becomes attracted to Anna Marks, a yoga instructor and aspiring singer, and the feeling is mutual.
"
movieQA	10204	What happens to Bruno after the video of him and Lutz making out and stripping at the cage-fight gets out ?	He gets married to Lutz .	Bruno gets married to Lutz after the video of them making out and stripping at the cage-fight gets out .	Bruno becomes famour after the video of him and Lutz making out and stripping at the cage-fight gets out .	"The clip gets international press and the now-famous Brno attempts to marry Lutz and gets O.J.
"
movieQA	8597	When does Red leave the jail ?	After fifty five years	Red leaves the jail after fifty five years .	After forty years Red leaves jail .	"After serving forty years, Red is finally paroled.
"
movieQA	4206	What is the name of the S.H.I.E.L.D. agent in the post-credits scene ?	Jarvis	The name of the S.H.I.E.L.D. agent in the post-credits scene is Jarvis .	The name of the S.H.I.E.L.D. agent in the post-credits scene is Phil Coulson .	"agent Phil Coulson reports the discovery of a large hammer at the bottom of a crater in a desert in New Mexico.
"
movieQA	7916	What is the pale Orc 's name ?	Bilbo	The pale Orc 's name is Bilbo .	Azog is the pale Orc 's name .	"Meanwhile, the Great Goblin reveals to the dwarves that Azog, an Orc war-chief who beheaded Thrr and lost his forearm to Thorin in battle outside the Dwarven kingdom of Moria, has placed a bounty on Thorin's head.
"
movieQA	4126	What does the Maharajah do to Indy ?	He tries to cripple Indy using a Barbie doll	The Maharajah tries to cripple Indy using a Barbie doll .	Maharajah tries to cripple Indy using a voodoo doll .	"The Maharajah, who was also forcibly entranced by the ""Blood of Kali,"" attempts to cripple Indy with a voodoo doll.
"
movieQA	5523	What do Sam and Kim finally learn about each other when they meet again after a year ?	They discover each other 's love .	Sam and Kim finally discover each other 's love when they meet again after a year .	When Sam and Kim meet again after a year the finally learn each others names .	"She is the mysterious woman he met one year prior, and they finally discover each other's names.
"
movieQA	8558	Which negative does Sean believe should be used for Life magazine 's last print cover ?	Cheryl 's photo	The negative that Sean believes should be used for Life magazine 's last print cover is Cheryl 's photo .	Sean believes Negative # 25 should be used for Life magazine 's last print cover .	"O'Connell believes negative #25 captures the ""quintessence"" of Life and that it should be used for the cover of the magazine's final print issue as it converts to online status.
"
movieQA	10697	What does Whale beg Boone to do ?	To talk to Hanna	Whale begs Boone to talk to Hanna .	Whale begs Boone to kill him .	"Boone becomes enraged and attacks Whale, who confesses that this had been his plan and begs Boone to kill him to relieve him of his suffering.
"
movieQA	8592	Why does Andy pose as Randall Stephens during his visit to the banks ?	Because Norton is after him	Andy poses as Randall Stephens during his visit to the banks because Norton is after him .	Andy pose as Randall Stephens during his visit to the banks to withdraw the money he had laundered while in prison .	"While guards search for him the following morning, Andy poses as Randall Stephens and visits several banks to withdraw the laundered money.
"
movieQA	379	What is Henry 's occupation ?	He is a photographer	Henry 's occupations is a photographer .	Henry is a veterinarian .	"Henry Roth is a veterinarian at Sea Life Park on the island of Oahu who has a reputation of womanizing female tourists.
"
movieQA	3354	Who is Salazar Slytherin ?	Harry 's professor	Salazar Slytherin is Harry 's professor .	Salazar Slytherin is one of Hogwarts ' founders .	"Professor McGonagall explains that one of Hogwarts' founders, Salazar Slytherin, supposedly constructed a secret Chamber and hid a monster that only his heir can control inside the Chamber, to purge the school of impure-blooded wizards and witches.
"
movieQA	1433	Which name does Christine see on Dr. Nasch 's name tag ?	Adam	Adam is the names Christine sees on Dr. Nasch 's name tag .	Christine sees the name Mike on Dr. Nasch 's name tag .	"He hugs her to comfort her and almost kisses her, but she pulls back and then sees her doctor's name tag and his first name is Mike.
"
movieQA	10872	What is Harry 's vision during the chaos caused by the Weasley twins ?	Cho is stuck in the Department of Mysteries	Harry 's vision during the chaos caused by the Weasley twins is that Cho is stuck in the Department of Mysteries .	Harry has a vision during the chaos caused by the Weasley twins of Sirius being tortured by Voldemort .	"During an Ordinary Wizarding Level exam, the Weasley twins finally revolt and set off fireworks in the Great Hall, causing chaos for Umbridge.
 During this event, Harry has a vision of Sirius being tortured by Voldemort within the Department of Mysteries.
"
movieQA	1035	Who does Bateman kill during a threesome ?	Himself	Bateman kills himself during a threesome .	Bateman killed Elizabeth during a threesome .	"Bateman has a threesome with Christie and his friend Elizabeth at Paul's apartment.
 Bateman kills Elizabeth during sex, and Christie runs, discovering multiple female corpses as she searches for an exit.
"
movieQA	5685	Why is Danny arrested after leaving the Bellagio ?	He is arrested for violating his parole by being in Los Angeles	Danny is arrested after leaving the Bellagio for violating his parole by being in Los Angeles .	Danny is arrested after leaving the Bellagio for violating his parole by being in Las Vegas .	"Benedict, humiliated, orders his men to escort Ocean off the premises and inform the police that Ocean is violating his parole by being in Las Vegas.
 Tess leaves Benedict and exits the hotel just in time to see Danny arrested.
"
movieQA	6043	What happens to Pericles when he tries to help Leo against Thade ?	He gets pushed to the floor	He gets pushed to the floor when he tries to help Leo against Thade .	When Pericles tries to help Leo against Thade he is thrown against a wall .	"Inside, Thade and Leo fight, with Pericles trying to help Leo, only to be thrown hard against a wall.
"
movieQA	9397	How does Marietta feel about her daughter 's marriage ?	She approves	Marietta approves daughter 's marriage .	Marietta is disappointed with her daughter Melodie 's husband .	"She meets Boris and is disappointed with him, so she tries to convince Melodie to end her marriage.
 Marietta slyly decides to recruit him to end Melodie's marriage.
"
movieQA	8187	How does Driss return to Philippe 's house ?	He comes on his own to check on Philippe	Driss returns to Philippe 's house on his own .	Driss returns to Philippe 's house after Yvonne contacts him about Philippe 's condition .	"Yvonne becomes worried and contacts Driss, who arrives and decides to drive Philippe in the Maserati, which brings the story back to the first scene of the film, the police chase.
"
movieQA	8438	What is the Trainman ?	It is Bane 's nickname	Trainman is Bane 's nickname .	The Trainman is an exiled program that is loyal to the Merovingian .	"In that subway station, he meets a ""family"" of programs, including a girl named Sati, whose father tells Neo the subway is controlled by the Trainman, an exiled program loyal to the Merovingian.
"
movieQA	5874	When does Rafe reappear ?	October 6	Rafe reappears on October 6 .	Rafe reappears on December 6 .	"On the night of December 6, Evelyn is shocked to discover Rafe, alive and well, standing outside her door.
"
movieQA	303	What does Schmidt do after Jenko tells him about his football scholarship ?	He tells Maya who Jenko really is	Schmidt tells Maya who Jenko really is after Jenko tells him about his football scholarship .	After Jenko tells him about his football scholarship , Schmidt tells officers Jenjo did not cause the chase melee and thus lets Jenko know he should accept the scholarship .	"Schmidt decides for him by telling officers on the scene that Jenko had nothing to do with the melee caused by the chase.
"
movieQA	5290	Why are detectives from Palo Alto looking for Jane ?	To arrest her for a murder	Detectives from Palo Alto are looking for Jane to arrest her for a murder .	The detectives from Palo Alto are looking for Jane to interview her about a murder committed in her former dorm building .	"The Brookses are then visited by detectives from Palo Alto who want to interview Jane about a hatchet murder committed in her former dorm building.
"
movieQA	3551	Who is Horace Slughorn ?	A Death Eater	Horace Slughorn is a Death Eater .	Horace Slughorn is a former Potions professor at Hogwarts .	"16-year-old Harry accompanies Albus Dumbledore to visit former Potions professor Horace Slughorn, who has gone into hiding but agrees to return to teach at Hogwarts.
"
movieQA	5956	Why did Elizabeth , Will and Jack 's friends go back to Tia Dalma ?	To plan an attack on Beckett	Elizabeth went back to Tia Dalma to plan an attack on Beckett .	Elizabeth , Will and Jack 's friends went back to Tia Dalma to find a way to rescue Jack from Jones ' Locker .	"Will, Elizabeth, Gibbs, Pintel, Ragetti, Marty and Cotton return to Tia Dalma, who asks if they wish to rescue Jack from the locker.
"
movieQA	3997	Where did Oxley find s crystal skull ?	In Francisco de Aurelia 's grave in Peru	Oxley found a crystal skull in Francisco de Aurelia 's grave in Peru .	Oxley found a crystal skull in Francisco de Orellana 's grave in Peru .	"Jones is approached by greaser Henry ""Mutt"" Williams, who tells him that Harold Oxley had found a crystal skull in Peru, suffered a mental breakdown, and was later kidnapped.
"
movieQA	9412	Who rescues Peter from being hit by a train ?	Elsie	Elsie rescues Peter from being hit by a train .	Lucy rescues Peter from being hit by a train .	"On Christmas Day, she rescues him from an oncoming train after a group of muggers push him onto the tracks.
"
movieQA	902	What circumstances make it difficult for Mozart to compose the Requiem quickly ?	His wife 's leaving him	The circumstance that made it difficult for Mozart to compose the Requiem quickly was of his wife leaving him .	The circumstances of his drinking and father 's death make it difficult for Mozart to compose the Requiem quickly .	"This, combined with his heavy drinking, continued grief over the death of his father, and the composing demands of the Requiem and The Magic Flute drive him to the point of exhaustion as he alternates work between the two pieces.
"
movieQA	727	How old is Marcus ?	Five years	Marcus is five years old .	Marcus is twelve years old .	"Will brings Suzie on a picnic where he meets Marcus, the 12-year-old son of Suzie's friend, Fiona .
"
movieQA	6703	What does Sir Ivy do when he learns that Israel plans to give him up to the FBI ?	Sir Ivy attempts to free him	Sir Ivy attempts to free him when he learns that Israel plans to give him up to the FBI .	When Sir Ivy learns that Israel plans to give him up to the FBI , he attempts to kill him .	"Israel's second-in-command, Sir Ivy, learns that Israel agreed to inform upon Ivy as part of the plea deal and attempts to kill him, but Israel injures Ivy by throwing a playing card at his eye, causing him to shoot his gun wildly around the room.
"
movieQA	11370	Who releases the prisoners of Blackgate Penitentiary ?	Dr. Leonid Pavel	Dr. Leonid Pavel releases the prisoners of Blackgate penitentiary .	Bane releases the prisoners of Blackgate Penitentiary .	"Using Gordon's stolen speech, Bane reveals the cover-up of Dent's crimes and releases the prisoners of Blackgate Penitentiary, initiating a revolution.
"
